datafile-50-300-30-10 :: 0.033994298 0.19438932756489535
datafile-50-300-30-20 :: 0.032686641 0.20884254693013204
datafile-50-300-30-30 :: 0.033025564 0.2088425469320434
datafile-50-300-30-40 :: 0.032743462 0.2088425469301498
datafile-50-300-30-50 :: 0.031729515 0.20884254692899518
datafile-50-300-100-10 :: 0.047295885 0.17856757914461951
datafile-50-300-100-20 :: 0.045165014 0.20884254687679515
datafile-50-300-100-30 :: 0.047350592 0.20535335477322292
datafile-50-300-100-40 :: 0.047484061 0.20884254691641857
datafile-50-300-100-50 :: 0.046880287 0.19438932756171212
datafile-50-300-200-10 :: 0.069554718 0.20884254691583592
datafile-50-300-200-20 :: 0.073868396 0.16492304140086134
datafile-50-300-200-20 :: 0.075379789 0.16492304140086134
datafile-50-300-200-30 :: 0.069178156 0.18981253491730854
datafile-50-300-200-40 :: 0.075507888 0.16025836264174842
datafile-50-300-200-50 :: 0.072767003 0.20535335477402938
datafile-50-300-300-10 :: 0.086705947 0.1649230411163991
datafile-50-300-300-20 :: 0.087630827 0.19438932756416705
datafile-50-300-300-30 :: 0.084583653 0.20653314212855634
datafile-50-300-300-40 :: 0.085760567 0.17585554972077944
datafile-50-300-300-50 :: 0.085621345 0.14664157012677492
datafile-100-300-300-10 :: 0.258305394 0.2063840967829691
datafile-100-300-300-20 :: 0.255760117 0.20638409678297265
datafile-100-300-300-30 :: 0.262686123 0.205216304458542
datafile-100-300-300-40 :: 0.245137196 0.20638409678294423
datafile-100-300-300-50 :: 0.26397979 0.20638409678294067
datafile-100-300-300-60 :: 0.263838751 0.2063840967829691
datafile-100-300-300-70 :: 0.26781753 0.205216304458542
datafile-100-300-300-80 :: 0.253201376 0.20638409678294067
datafile-100-300-300-90 :: 0.240427634 0.1421704511943389
datafile-100-300-300-90 :: 0.247652959 0.1421704511943389
datafile-100-300-300-100 :: 0.254219941 0.20638409678294067
clustering-50-300-30-1 :: 0.044472499 0.20884254693505966
clustering-50-300-30-2 :: 0.050593374 0.16413376602116614
clustering-50-300-30-3 :: 0.060259212 0.20535335477112326
clustering-50-300-30-4 :: 0.064651725 0.2065331421351999
clustering-50-300-30-5 :: 0.074189536 0.1943893275646431
clustering-50-300-30-6 :: 0.0738254 0.16492304145009484
clustering-50-300-30-7 :: 0.078751451 0.14555869024161439
clustering-50-300-30-8 :: 0.08322501 0.2031052195332954
clustering-50-300-30-9 :: 0.085880044 0.20884254693541138
clustering-50-300-30-10 :: 0.103976215 0.15886872104088923
