16	153
16	154
17	147
17	148
17	153
17	154
18	143
18	144
18	147
18	148
18	153
18	154
19	139
19	140
19	143
19	144
19	147
19	148
20	136
20	137
20	139
20	140
20	143
20	144
21	134
21	135
21	136
21	137
21	139
21	140
22	131
22	132
22	134
22	135
22	136
22	137
23	129
23	130
23	131
23	132
23	134
23	135
24	128
24	129
24	130
24	131
24	132
25	126
25	127
25	128
25	129
25	130
25	165
25	166
26	124
26	125
26	126
26	127
26	128
26	129
26	165
26	166
26	173
26	174
27	122
27	123
27	124
27	125
27	126
27	127
27	165
27	166
27	173
27	174
27	177
27	178
28	121
28	122
28	123
28	124
28	125
28	173
28	174
28	177
28	178
28	180
28	181
29	120
29	121
29	122
29	123
29	177
29	178
29	180
29	181
29	183
29	184
30	118
30	119
30	120
30	121
30	122
30	180
30	181
30	183
30	184
30	185
30	186
31	117
31	118
31	119
31	120
31	121
31	183
31	184
31	185
31	186
31	188
31	189
32	116
32	117
32	118
32	119
32	185
32	186
32	188
32	189
32	190
32	191
33	115
33	116
33	117
33	118
33	188
33	189
33	190
33	191
33	192
34	113
34	114
34	115
34	116
34	117
34	190
34	191
34	192
34	193
34	194
35	112
35	113
35	114
35	115
35	116
35	191
35	192
35	193
35	194
35	195
35	196
36	111
36	112
36	113
36	114
36	193
36	194
36	195
36	196
36	197
37	110
37	111
37	112
37	113
37	195
37	196
37	197
37	198
38	109
38	110
38	111
38	112
38	196
38	197
38	198
38	199
38	200
39	108
39	109
39	110
39	111
39	197
39	198
39	199
39	200
39	201
40	108
40	109
40	110
40	199
40	200
40	201
40	202
41	107
41	108
41	109
41	200
41	201
41	202
41	203
42	106
42	107
42	108
42	109
42	201
42	202
42	203
42	204
43	105
43	106
43	107
43	108
43	202
43	203
43	204
43	205
44	104
44	105
44	106
44	107
44	203
44	204
44	205
44	206
45	104
45	105
45	106
45	204
45	205
45	206
45	207
46	103
46	104
46	105
46	205
46	206
46	207
46	208
47	102
47	103
47	104
47	105
47	206
47	207
47	208
47	209
48	102
48	103
48	104
48	207
48	208
48	209
48	210
49	101
49	102
49	103
49	208
49	209
49	210
50	100
50	101
50	102
50	103
50	209
50	210
50	211
51	100
51	101
51	102
51	209
51	210
51	211
51	212
52	99
52	100
52	101
52	210
52	211
52	212
52	213
53	99
53	100
53	101
53	211
53	212
53	213
54	98
54	99
54	100
54	212
54	213
54	214
55	98
55	99
55	100
55	212
55	213
55	214
56	97
56	98
56	99
56	213
56	214
56	215
57	97
57	98
57	99
57	213
57	214
57	215
57	216
58	96
58	97
58	98
58	214
58	215
58	216
59	96
59	97
59	98
59	215
59	216
59	217
60	95
60	96
60	97
60	215
60	216
60	217
61	95
61	96
61	97
61	216
61	217
61	218
62	95
62	96
62	216
62	217
62	218
63	94
63	95
63	96
63	217
63	218
64	94
64	95
64	96
64	217
64	218
64	219
65	94
65	95
65	217
65	218
65	219
66	93
66	94
66	95
66	218
66	219
66	220
67	93
67	94
67	95
67	218
67	219
67	220
68	93
68	94
68	219
68	220
69	93
69	94
69	219
69	220
70	92
70	93
70	94
70	219
70	220
70	221
71	92
71	93
71	94
71	219
71	220
71	221
72	92
72	93
72	220
72	221
73	92
73	93
73	220
73	221
74	92
74	93
74	220
74	221
74	222
75	91
75	92
75	93
75	220
75	221
75	222
76	91
76	92
76	93
76	221
76	222
77	91
77	92
77	221
77	222
78	91
78	92
78	221
78	222
79	91
79	92
79	221
79	222
80	91
80	92
80	221
80	222
80	223
81	91
81	92
81	221
81	222
81	223
82	91
82	92
82	222
82	223
83	91
83	92
83	155
83	156
83	222
83	223
84	91
84	92
84	151
84	152
84	155
84	156
84	222
84	223
85	91
85	92
85	149
85	150
85	151
85	152
85	155
85	156
85	222
85	223
86	91
86	92
86	146
86	147
86	149
86	150
86	151
86	152
86	222
86	223
87	91
87	92
87	145
87	146
87	147
87	149
87	150
87	222
87	223
88	91
88	92
88	143
88	144
88	145
88	146
88	147
88	222
88	223
89	91
89	92
89	142
89	143
89	144
89	145
89	146
89	222
89	223
90	91
90	92
90	141
90	142
90	143
90	144
90	222
90	223
91	91
91	92
91	140
91	141
91	142
91	143
91	222
91	223
92	91
92	92
92	139
92	140
92	141
92	142
92	222
92	223
93	91
93	92
93	138
93	139
93	140
93	141
93	221
93	222
93	223
94	91
94	92
94	137
94	138
94	139
94	140
94	221
94	222
94	223
95	91
95	92
95	137
95	138
95	139
95	221
95	222
96	91
96	92
96	136
96	137
96	138
96	221
96	222
97	91
97	92
97	136
97	137
97	138
97	221
97	222
98	91
98	92
98	93
98	135
98	136
98	137
98	221
98	222
99	91
99	92
99	93
99	135
99	136
99	137
99	220
99	221
99	222
100	92
100	93
100	134
100	135
100	136
100	220
100	221
100	222
101	92
101	93
101	134
101	135
101	136
101	220
101	221
102	92
102	93
