39	112
39	113
40	106
40	107
40	112
40	113
41	101
41	102
41	106
41	107
41	112
41	113
42	98
42	99
42	101
42	102
42	106
42	107
43	95
43	96
43	98
43	99
43	101
43	102
44	92
44	93
44	95
44	96
44	98
44	99
45	89
45	90
45	92
45	93
45	95
45	96
46	87
46	88
46	89
46	90
46	92
46	93
46	142
46	143
47	85
47	86
47	87
47	88
47	89
47	90
47	142
47	143
47	144
47	145
48	83
48	84
48	85
48	86
48	87
48	88
48	143
48	144
48	145
49	81
49	82
49	83
49	84
49	85
49	86
49	144
49	145
50	80
50	81
50	82
50	83
50	84
50	144
51	78
51	79
51	80
51	81
51	82
52	76
52	77
52	78
52	79
52	80
52	81
53	75
53	76
53	77
53	78
53	79
53	139
53	140
54	73
54	74
54	75
54	76
54	77
54	139
54	140
54	141
54	142
55	72
55	73
55	74
55	75
55	76
55	140
55	141
55	142
56	71
56	72
56	73
56	74
56	140
56	141
56	142
57	70
57	71
57	72
57	73
57	140
57	141
57	142
58	68
58	69
58	70
58	71
58	72
58	140
58	141
59	67
59	68
59	69
59	70
59	71
59	140
59	141
59	142
60	66
60	67
60	68
60	69
60	139
60	140
60	141
60	142
61	65
61	66
61	67
61	68
61	139
61	141
61	142
62	64
62	65
62	66
62	67
62	139
63	63
63	64
63	65
63	66
64	62
64	63
64	64
64	65
65	61
65	62
65	63
65	64
65	137
65	138
66	60
66	61
66	62
66	63
66	137
66	138
67	59
67	60
67	61
67	62
67	137
67	138
68	58
68	59
68	60
68	61
68	137
68	138
69	58
69	59
69	60
69	136
69	137
69	138
70	57
70	58
70	59
70	136
70	137
70	138
71	56
71	57
71	58
71	59
71	136
71	137
72	55
72	56
72	57
72	58
72	136
72	137
73	54
73	55
73	56
73	57
74	54
74	55
74	56
75	53
75	54
75	55
76	52
76	53
76	54
76	55
77	52
77	53
77	54
78	51
78	52
78	53
79	51
79	52
79	53
80	50
80	51
80	52
81	49
81	50
81	51
81	52
82	49
82	50
82	51
82	132
82	133
83	48
83	49
83	50
83	132
83	133
84	48
84	49
84	50
84	132
84	133
85	47
85	48
85	49
85	132
85	133
86	47
86	48
86	49
86	132
86	133
87	46
87	47
87	48
88	46
88	47
88	48
89	45
89	46
89	47
90	45
90	46
90	47
91	45
91	46
92	44
92	45
92	46
93	44
93	45
93	46
94	44
94	45
95	43
95	44
95	45
96	43
96	44
96	45
97	43
97	44
98	42
98	43
98	44
99	42
99	43
99	44
100	42
100	43
100	127
100	128
101	41
101	42
101	43
101	127
101	128
101	130
101	131
102	41
102	42
102	43
102	127
102	128
102	130
102	131
102	132
102	133
103	41
103	42
103	130
103	131
103	132
103	133
103	134
104	41
104	42
104	132
104	133
104	134
104	135
104	136
105	41
105	42
105	133
105	134
105	135
105	136
105	137
106	40
106	41
106	42
106	135
106	136
106	137
106	138
107	40
107	41
107	42
107	136
107	137
