24	71
24	72
25	63
25	64
25	71
25	72
26	59
26	60
26	63
26	64
26	71
26	72
27	56
27	57
27	59
27	60
27	63
27	64
28	53
28	54
28	56
28	57
28	59
28	60
29	51
29	52
29	53
29	54
29	56
29	57
30	49
30	50
30	51
30	52
30	53
30	54
30	90
30	91
31	47
31	48
31	49
31	50
31	51
31	52
31	90
31	91
31	93
32	45
32	46
32	47
32	48
32	49
32	50
32	90
32	93
32	94
32	95
33	44
33	45
33	46
33	47
33	48
33	95
33	96
33	97
34	42
34	43
34	44
34	45
34	46
34	97
34	98
35	41
35	42
35	43
35	44
35	45
35	99
35	100
36	40
36	41
36	42
36	43
36	101
36	102
37	39
37	40
37	41
37	42
37	102
37	103
37	104
38	38
38	39
38	40
38	41
38	104
38	105
39	37
39	38
39	39
39	40
39	105
39	106
40	36
40	37
40	38
40	39
40	106
40	107
41	35
41	36
41	37
41	38
41	107
41	108
42	34
42	35
42	36
42	37
42	108
42	109
43	33
43	34
43	35
43	36
43	109
43	110
44	32
44	33
44	34
44	35
44	110
45	31
45	32
45	33
45	34
45	110
45	111
46	30
46	31
46	32
46	33
46	111
47	30
47	31
47	32
48	29
48	30
48	31
49	28
49	29
49	30
49	31
50	28
50	29
50	30
51	27
51	28
51	29
52	27
52	28
52	29
53	26
53	27
53	28
54	26
54	27
54	28
55	25
55	26
55	27
56	25
56	26
56	27
57	24
57	25
57	26
58	24
58	25
58	26
59	24
59	25
60	23
60	24
60	25
61	23
61	24
61	25
62	23
62	24
63	22
63	23
63	24
64	22
64	23
64	24
65	22
65	23
66	22
66	23
67	21
67	22
67	23
68	21
68	22
68	23
69	21
69	22
70	21
70	22
71	21
71	22
72	20
72	21
72	22
73	20
73	21
73	22
74	20
74	21
75	20
75	21
76	20
76	21
77	20
77	21
78	20
78	21
79	20
79	21
80	20
80	21
81	20
81	21
82	20
82	21
82	22
83	20
83	21
83	22
84	21
84	22
85	21
85	22
86	21
86	22
87	21
87	22
88	21
88	22
88	23
89	21
89	22
89	23
90	22
90	23
91	22
91	23
92	22
92	23
92	24
93	22
93	23
93	24
94	23
94	24
94	25
95	23
95	24
95	25
96	24
96	25
97	24
97	25
97	26
98	24
98	25
98	26
99	25
99	26
99	27
100	25
100	26
100	27
101	26
101	27
101	28
101	117
102	26
102	27
102	28
102	116
102	117
103	27
103	28
103	29
103	116
103	117
104	27
104	28
104	29
104	30
104	116
104	117
105	28
105	29
105	30
105	115
105	116
106	29
106	30
106	31
106	114
106	115
106	116
107	29
107	30
107	31
107	32
107	113
107	114
107	115
108	30
108	31
108	32
108	33
108	113
108	114
109	31
109	32
109	33
109	34
109	112
109	113
109	114
110	32
110	33
110	34
110	111
110	112
110	113
111	33
111	34
111	35
111	110
111	111
111	112
112	33
112	34
112	35
112	36
112	109
112	110
112	111
113	34
113	35
113	36
113	37
113	108
113	109
113	110
114	35
114	36
114	37
114	38
114	39
114	107
114	108
114	109
114	110
115	36
115	37
115	38
115	39
115	40
115	107
115	108
115	109
116	38
116	39
116	40
116	41
116	105
116	106
116	107
117	39
117	40
117	41
117	42
117	104
117	105
117	106
118	40
118	41
118	42
118	43
118	104
119	41
119	42
119	43
119	44
119	45
120	42
120	43
120	44
120	45
120	46
121	44
121	45
121	46
122	43
122	44
122	45
122	46
123	42
123	43
123	44
123	45
124	41
124	42
124	43
124	44
125	40
125	41
125	42
125	43
125	104
125	105
126	39
126	40
126	41
126	42
126	104
126	105
126	106
127	37
127	38
127	39
127	40
127	41
127	105
127	106
127	107
128	36
128	37
128	38
128	39
128	40
128	106
128	107
128	108
129	36
129	37
129	38
129	107
129	108
129	109
130	35
130	36
130	37
130	108
130	109
131	34
131	35
131	36
131	37
131	109
132	33
132	34
132	35
132	36
133	33
133	34
133	35
134	32
134	33
134	34
135	31
135	32
135	33
135	34
136	30
136	31
136	32
136	33
137	30
137	31
137	32
138	29
138	30
138	31
139	29
139	30
139	31
140	28
140	29
140	30
141	27
141	28
141	29
141	30
142	27
142	28
142	29
143	26
143	27
143	28
144	26
144	27
144	28
145	26
145	27
146	25
146	26
146	27
147	25
147	26
147	27
148	24
148	25
148	26
149	24
149	25
149	26
150	24
150	25
151	23
151	24
151	25
152	23
152	24
152	25
153	23
153	24
154	23
154	24
155	23
155	24
156	22
156	23
156	24
157	22
157	23
157	24
158	22
158	23
159	22
159	23
160	22
160	23
161	22
161	23
162	22
162	23
163	22
163	23
164	22
164	23
165	22
165	23
166	22
166	23
167	22
167	23
168	22
168	23
169	22
169	23
170	22
170	23
171	22
171	23
172	22
172	23
173	22
173	23
174	22
174	23
174	24
175	22
175	23
175	24
176	23
176	24
177	23
177	24
178	23
178	24
178	25
179	23
179	24
179	25
180	24
180	25
181	24
181	25
182	24
182	25
182	26
183	24
183	25
183	26
184	25
184	26
184	27
185	25
185	26
185	27
185	119
186	26
186	27
186	118
186	119
187	26
187	27
187	28
187	118
187	119
188	26
188	27
188	28
188	118
188	119
189	27
189	28
189	29
189	117
189	118
190	27
190	28
190	29
190	116
190	117
190	118
191	28
191	29
191	30
191	116
191	117
192	28
192	29
192	30
192	31
192	115
192	116
192	117
193	29
193	30
193	31
193	115
193	116
194	30
194	31
194	32
194	114
194	115
194	116
195	30
195	31
195	32
195	33
195	113
195	114
195	115
196	31
196	32
196	33
196	34
196	112
196	113
196	114
197	32
197	33
197	34
197	111
197	112
197	113
198	33
198	34
198	35
198	110
198	111
198	112
199	33
199	34
199	35
199	36
199	109
199	110
199	111
200	34
200	35
200	36
200	37
200	108
200	109
200	110
201	35
201	36
201	37
201	38
201	107
201	108
201	109
202	36
202	37
202	38
202	39
202	40
202	106
202	107
202	108
203	37
203	38
203	39
203	40
203	41
203	105
203	106
203	107
204	39
204	40
204	41
204	42
204	104
204	105
204	106
205	40
205	41
205	42
205	43
205	44
205	104
206	41
206	42
206	43
206	44
206	45
207	43
207	44
207	45
207	46
207	47
208	44
208	45
208	46
208	47
208	48
209	46
209	47
209	48
209	49
209	50
210	47
210	48
210	49
210	50
210	51
210	52
211	49
211	50
211	51
211	52
211	53
211	54
212	51
212	52
212	53
212	54
212	55
212	56
213	53
213	54
213	55
213	56
213	58
213	59
214	55
214	56
214	58
214	59
214	61
214	62
215	58
215	59
215	61
215	62
215	66
215	67
216	61
216	62
216	66
216	67
216	70
216	71
217	66
217	67
217	70
217	71
218	70
218	71
