126.0 42.0
126.0 45.0
125.0 48.0
124.0 51.0
123.0 54.0
121.0 57.0
119.0 59.0
117.0 61.0
114.0 63.0
112.0 65.0
109.0 66.0
106.0 67.0
103.0 67.0
99.0 67.0
96.0 67.0
93.0 66.0
90.0 65.0
88.0 63.0
85.0 61.0
83.0 59.0
81.0 57.0
79.0 54.0
78.0 51.0
77.0 48.0
76.0 45.0
76.0 42.0
76.0 39.0
77.0 36.0
78.0 33.0
79.0 30.0
81.0 27.0
83.0 25.0
85.0 23.0
88.0 21.0
90.0 19.0
93.0 18.0
96.0 17.0
99.0 17.0
103.0 17.0
106.0 17.0
109.0 18.0
112.0 19.0
114.0 21.0
117.0 23.0
119.0 25.0
121.0 27.0
123.0 30.0
124.0 33.0
125.0 36.0
126.0 39.0
5.0 72.0
212.0 55.0
285.0 5.0
235.0 79.0
149.0 300.0
58.0 164.0
32.0 125.0
191.0 215.0
82.0 50.0
93.0 261.0
81.0 90.0
173.0 44.0
1.0 109.0
88.0 125.0
110.0 218.0
91.0 69.0
89.0 71.0
1.0 97.0
183.0 198.0
280.0 121.0
226.0 131.0
187.0 146.0
130.0 125.0
4.0 143.0
240.0 291.0
202.0 117.0
107.0 2.0
246.0 36.0
57.0 44.0
177.0 104.0
215.0 229.0
97.0 256.0
108.0 285.0
161.0 190.0
131.0 15.0
216.0 48.0
184.0 104.0
97.0 299.0
243.0 216.0
12.0 93.0
24.0 297.0
146.0 98.0
102.0 34.0
61.0 27.0
42.0 101.0
221.0 226.0
162.0 31.0
136.0 130.0
51.0 225.0
115.0 157.0
199.0 7.0
48.0 285.0
233.0 83.0
267.0 42.0
224.0 248.0
183.0 279.0
187.0 256.0
217.0 135.0
275.0 266.0
20.0 2.0
99.0 249.0
236.0 219.0
184.0 172.0
247.0 237.0
114.0 24.0
247.0 197.0
2.0 158.0
140.0 103.0
296.0 32.0
55.0 76.0
255.0 143.0
67.0 202.0
21.0 14.0
217.0 50.0
257.0 221.0
292.0 194.0
199.0 94.0
214.0 209.0
253.0 120.0
120.0 298.0
78.0 190.0
231.0 269.0
201.0 260.0
131.0 149.0
286.0 55.0
63.0 121.0
250.0 94.0
177.0 8.0
230.0 236.0
187.0 54.0
80.0 254.0
50.0 137.0
228.0 61.0
247.0 177.0
173.0 1.0
41.0 138.0
274.0 201.0
69.0 283.0
91.0 10.0
89.0 70.0
300.0 153.0
275.0 59.0
142.0 15.0
160.0 248.0
298.0 190.0
37.0 165.0
248.0 77.0
294.0 88.0
63.0 195.0
234.0 15.0
298.0 59.0
131.0 95.0
132.0 14.0
76.0 265.0
186.0 261.0
40.0 299.0
101.0 273.0
62.0 180.0
140.0 113.0
53.0 66.0
14.0 35.0
61.0 85.0
272.0 32.0
201.0 43.0
175.0 275.0
249.0 81.0
291.0 54.0
197.0 295.0
129.0 16.0
268.0 284.0
289.0 215.0
300.0 66.0
267.0 169.0
2.0 51.0
135.0 168.0
238.0 4.0
212.0 259.0
104.0 280.0
254.0 33.0
42.0 102.0
241.0 56.0
139.0 208.0
138.0 106.0
46.0 244.0
11.0 101.0
247.0 248.0
284.0 2.0
274.0 109.0
56.0 256.0
274.0 246.0
155.0 112.0
249.0 101.0
132.0 32.0
124.0 274.0
229.0 152.0
38.0 258.0
252.0 10.0
163.0 119.0
209.0 77.0
85.0 4.0
51.0 104.0
286.0 90.0
6.0 213.0
293.0 153.0
143.0 109.0
135.0 227.0
118.0 223.0
215.0 151.0
154.0 251.0
246.0 236.0
171.0 140.0
117.0 89.0
275.0 127.0
195.0 180.0
243.0 138.0
65.0 281.0
157.0 275.0
21.0 67.0
178.0 14.0
108.0 57.0
173.0 208.0
154.0 107.0
46.0 126.0
229.0 263.0
89.0 89.0
105.0 195.0
129.0 88.0
109.0 34.0
92.0 134.0
217.0 200.0
67.0 57.0
223.0 51.0
206.0 7.0
220.0 47.0
282.0 227.0
137.0 30.0
6.0 175.0
293.0 213.0
53.0 10.0
123.0 292.0
