126.0 42.0
126.0 45.0
125.0 48.0
124.0 51.0
123.0 54.0
121.0 57.0
119.0 59.0
117.0 61.0
114.0 63.0
112.0 65.0
109.0 66.0
106.0 67.0
103.0 67.0
99.0 67.0
96.0 67.0
93.0 66.0
90.0 65.0
88.0 63.0
85.0 61.0
83.0 59.0
81.0 57.0
79.0 54.0
78.0 51.0
77.0 48.0
76.0 45.0
76.0 42.0
76.0 39.0
77.0 36.0
78.0 33.0
79.0 30.0
81.0 27.0
83.0 25.0
85.0 23.0
88.0 21.0
90.0 19.0
93.0 18.0
96.0 17.0
99.0 17.0
103.0 17.0
106.0 17.0
109.0 18.0
112.0 19.0
114.0 21.0
117.0 23.0
119.0 25.0
121.0 27.0
123.0 30.0
124.0 33.0
125.0 36.0
126.0 39.0
153.0 82.0
290.0 183.0
293.0 261.0
128.0 216.0
110.0 24.0
151.0 141.0
76.0 205.0
206.0 198.0
89.0 51.0
183.0 216.0
108.0 137.0
238.0 25.0
86.0 270.0
22.0 131.0
65.0 130.0
151.0 221.0
21.0 45.0
139.0 153.0
71.0 253.0
122.0 191.0
275.0 270.0
16.0 22.0
81.0 91.0
109.0 68.0
197.0 126.0
284.0 136.0
2.0 178.0
117.0 92.0
284.0 127.0
83.0 285.0
116.0 240.0
264.0 247.0
279.0 128.0
12.0 269.0
185.0 72.0
132.0 199.0
276.0 136.0
147.0 127.0
176.0 51.0
297.0 209.0
278.0 14.0
224.0 150.0
288.0 57.0
91.0 268.0
83.0 75.0
135.0 12.0
149.0 100.0
189.0 122.0
34.0 131.0
291.0 99.0
263.0 183.0
172.0 197.0
147.0 100.0
192.0 54.0
207.0 12.0
120.0 271.0
20.0 218.0
171.0 46.0
140.0 69.0
270.0 81.0
214.0 43.0
227.0 83.0
190.0 266.0
46.0 12.0
266.0 227.0
134.0 50.0
194.0 3.0
270.0 212.0
190.0 192.0
258.0 147.0
189.0 138.0
235.0 216.0
269.0 36.0
131.0 28.0
298.0 113.0
106.0 275.0
245.0 113.0
96.0 231.0
241.0 248.0
172.0 132.0
293.0 190.0
139.0 292.0
273.0 54.0
248.0 72.0
276.0 90.0
44.0 123.0
265.0 157.0
186.0 42.0
289.0 53.0
206.0 196.0
113.0 12.0
286.0 151.0
53.0 281.0
85.0 99.0
62.0 91.0
150.0 230.0
53.0 103.0
23.0 276.0
156.0 136.0
275.0 258.0
183.0 32.0
97.0 140.0
90.0 90.0
257.0 103.0
42.0 285.0
251.0 233.0
1.0 48.0
121.0 107.0
28.0 225.0
152.0 73.0
215.0 42.0
167.0 232.0
166.0 149.0
126.0 84.0
25.0 92.0
14.0 246.0
175.0 202.0
201.0 154.0
240.0 48.0
175.0 291.0
231.0 85.0
191.0 262.0
236.0 150.0
217.0 28.0
253.0 40.0
258.0 34.0
237.0 248.0
185.0 6.0
254.0 130.0
163.0 130.0
143.0 262.0
79.0 38.0
133.0 176.0
244.0 211.0
201.0 268.0
243.0 40.0
131.0 53.0
103.0 80.0
168.0 226.0
24.0 3.0
149.0 158.0
276.0 292.0
161.0 183.0
182.0 129.0
70.0 73.0
25.0 195.0
227.0 81.0
99.0 65.0
111.0 245.0
20.0 124.0
240.0 284.0
228.0 156.0
95.0 88.0
263.0 226.0
20.0 161.0
268.0 144.0
224.0 243.0
222.0 13.0
251.0 199.0
231.0 212.0
109.0 267.0
218.0 222.0
85.0 75.0
213.0 154.0
284.0 20.0
1.0 22.0
285.0 179.0
5.0 183.0
272.0 131.0
22.0 64.0
49.0 290.0
243.0 241.0
285.0 278.0
233.0 272.0
85.0 217.0
67.0 47.0
294.0 149.0
171.0 154.0
216.0 106.0
268.0 36.0
56.0 160.0
187.0 76.0
153.0 111.0
261.0 149.0
202.0 249.0
35.0 280.0
223.0 42.0
31.0 254.0
92.0 177.0
193.0 128.0
48.0 212.0
35.0 176.0
139.0 124.0
191.0 14.0
295.0 57.0
149.0 45.0
44.0 284.0
87.0 226.0
285.0 25.0
135.0 60.0
274.0 218.0
114.0 193.0
126.0 145.0
161.0 245.0
35.0 237.0
131.0 4.0
3.0 150.0
76.0 172.0
261.0 128.0
205.0 187.0
123.0 285.0
67.0 261.0
100.0 66.0
240.0 237.0
149.0 105.0
93.0 226.0
77.0 62.0
136.0 195.0
41.0 292.0
93.0 54.0
162.0 2.0
140.0 168.0
131.0 48.0
129.0 170.0
108.0 249.0
131.0 237.0
200.0 107.0
34.0 197.0
55.0 170.0
292.0 274.0
191.0 154.0
2.0 22.0
114.0 139.0
114.0 173.0
63.0 223.0
146.0 50.0
207.0 18.0
27.0 27.0
161.0 109.0
162.0 64.0
27.0 12.0
141.0 235.0
17.0 11.0
16.0 288.0
300.0 280.0
294.0 42.0
269.0 19.0
200.0 98.0
160.0 7.0
68.0 235.0
169.0 269.0
253.0 271.0
88.0 211.0
68.0 86.0
210.0 154.0
201.0 285.0
178.0 224.0
3.0 112.0
200.0 202.0
252.0 157.0
171.0 142.0
182.0 153.0
149.0 6.0
91.0 26.0
137.0 180.0
146.0 226.0
5.0 109.0
119.0 102.0
257.0 191.0
88.0 126.0
157.0 186.0
252.0 115.0
105.0 255.0
265.0 172.0
255.0 142.0
282.0 168.0
268.0 289.0
46.0 159.0
70.0 64.0
150.0 266.0
237.0 208.0
159.0 28.0
82.0 207.0
20.0 68.0
44.0 272.0
75.0 87.0
135.0 26.0
1.0 245.0
230.0 162.0
285.0 23.0
117.0 228.0
246.0 155.0
38.0 284.0
237.0 72.0
157.0 14.0
118.0 43.0
62.0 285.0
21.0 146.0
197.0 27.0
251.0 63.0
