126.0 42.0
126.0 45.0
125.0 48.0
124.0 51.0
123.0 54.0
121.0 57.0
119.0 59.0
117.0 61.0
114.0 63.0
112.0 65.0
109.0 66.0
106.0 67.0
103.0 67.0
99.0 67.0
96.0 67.0
93.0 66.0
90.0 65.0
88.0 63.0
85.0 61.0
83.0 59.0
81.0 57.0
79.0 54.0
78.0 51.0
77.0 48.0
76.0 45.0
76.0 42.0
76.0 39.0
77.0 36.0
78.0 33.0
79.0 30.0
81.0 27.0
83.0 25.0
85.0 23.0
88.0 21.0
90.0 19.0
93.0 18.0
96.0 17.0
99.0 17.0
103.0 17.0
106.0 17.0
109.0 18.0
112.0 19.0
114.0 21.0
117.0 23.0
119.0 25.0
121.0 27.0
123.0 30.0
124.0 33.0
125.0 36.0
126.0 39.0
238.0 180.0
300.0 192.0
280.0 8.0
4.0 56.0
88.0 15.0
88.0 200.0
171.0 288.0
213.0 205.0
150.0 108.0
17.0 71.0
217.0 90.0
279.0 251.0
290.0 112.0
160.0 213.0
125.0 251.0
248.0 83.0
169.0 202.0
227.0 174.0
271.0 111.0
102.0 258.0
207.0 83.0
137.0 102.0
268.0 96.0
197.0 141.0
19.0 10.0
35.0 34.0
55.0 111.0
14.0 58.0
163.0 168.0
58.0 108.0
91.0 207.0
220.0 245.0
201.0 266.0
210.0 66.0
120.0 201.0
3.0 278.0
246.0 55.0
237.0 40.0
13.0 272.0
68.0 113.0
263.0 79.0
255.0 34.0
195.0 298.0
131.0 180.0
185.0 120.0
282.0 109.0
162.0 138.0
134.0 16.0
188.0 243.0
286.0 105.0
112.0 135.0
207.0 35.0
9.0 33.0
39.0 74.0
125.0 102.0
229.0 51.0
78.0 292.0
63.0 258.0
76.0 218.0
21.0 24.0
232.0 70.0
96.0 278.0
248.0 275.0
53.0 222.0
162.0 273.0
137.0 98.0
213.0 252.0
182.0 245.0
173.0 238.0
91.0 284.0
108.0 111.0
60.0 206.0
133.0 254.0
234.0 64.0
177.0 203.0
222.0 283.0
114.0 145.0
141.0 91.0
6.0 85.0
141.0 83.0
77.0 290.0
31.0 10.0
25.0 26.0
45.0 286.0
7.0 262.0
248.0 216.0
74.0 15.0
156.0 7.0
257.0 223.0
109.0 134.0
13.0 100.0
121.0 247.0
259.0 26.0
152.0 189.0
149.0 24.0
138.0 26.0
257.0 300.0
155.0 200.0
33.0 296.0
265.0 1.0
167.0 288.0
142.0 44.0
211.0 38.0
45.0 173.0
97.0 98.0
126.0 135.0
82.0 258.0
135.0 4.0
240.0 5.0
277.0 225.0
53.0 26.0
3.0 113.0
78.0 114.0
258.0 104.0
252.0 122.0
5.0 98.0
266.0 292.0
186.0 258.0
30.0 53.0
23.0 226.0
282.0 215.0
33.0 256.0
210.0 32.0
266.0 59.0
238.0 146.0
25.0 56.0
190.0 55.0
39.0 226.0
70.0 173.0
166.0 16.0
239.0 223.0
245.0 73.0
200.0 32.0
101.0 216.0
97.0 200.0
285.0 41.0
32.0 241.0
82.0 285.0
128.0 184.0
274.0 298.0
28.0 57.0
234.0 183.0
260.0 149.0
232.0 19.0
235.0 53.0
74.0 258.0
2.0 274.0
127.0 269.0
158.0 70.0
81.0 71.0
85.0 69.0
102.0 152.0
113.0 148.0
293.0 41.0
32.0 87.0
67.0 232.0
77.0 162.0
292.0 9.0
91.0 93.0
6.0 41.0
121.0 244.0
48.0 211.0
7.0 274.0
222.0 130.0
98.0 32.0
146.0 196.0
156.0 173.0
239.0 106.0
68.0 97.0
115.0 236.0
175.0 135.0
272.0 298.0
111.0 216.0
245.0 266.0
88.0 72.0
131.0 39.0
90.0 41.0
93.0 280.0
272.0 215.0
248.0 282.0
284.0 250.0
115.0 145.0
126.0 84.0
86.0 272.0
178.0 287.0
267.0 40.0
169.0 277.0
108.0 106.0
21.0 240.0
85.0 266.0
35.0 259.0
132.0 173.0
256.0 114.0
166.0 69.0
56.0 30.0
82.0 119.0
267.0 256.0
217.0 145.0
154.0 23.0
130.0 162.0
217.0 263.0
61.0 229.0
156.0 11.0
17.0 200.0
191.0 260.0
77.0 283.0
297.0 266.0
273.0 176.0
200.0 196.0
245.0 34.0
121.0 76.0
21.0 276.0
37.0 32.0
104.0 7.0
281.0 111.0
39.0 273.0
60.0 186.0
246.0 75.0
278.0 250.0
54.0 46.0
126.0 189.0
13.0 205.0
139.0 29.0
199.0 282.0
129.0 110.0
118.0 225.0
31.0 277.0
252.0 171.0
7.0 296.0
180.0 131.0
188.0 97.0
93.0 53.0
259.0 115.0
198.0 61.0
280.0 225.0
169.0 113.0
169.0 84.0
25.0 242.0
241.0 5.0
295.0 258.0
189.0 247.0
25.0 129.0
85.0 292.0
175.0 100.0
206.0 86.0
171.0 279.0
176.0 168.0
84.0 277.0
15.0 38.0
261.0 127.0
299.0 251.0
115.0 24.0
56.0 264.0
62.0 206.0
52.0 85.0
242.0 62.0
198.0 226.0
181.0 106.0
149.0 40.0
77.0 178.0
262.0 1.0
26.0 133.0
93.0 91.0
173.0 62.0
9.0 127.0
198.0 40.0
7.0 140.0
94.0 204.0
31.0 200.0
209.0 108.0
204.0 6.0
247.0 204.0
105.0 261.0
41.0 79.0
192.0 63.0
207.0 141.0
285.0 25.0
59.0 19.0
154.0 135.0
107.0 284.0
190.0 289.0
31.0 269.0
117.0 220.0
54.0 107.0
66.0 151.0
153.0 287.0
299.0 255.0
206.0 72.0
47.0 165.0
273.0 175.0
245.0 28.0
134.0 209.0
26.0 87.0
227.0 189.0
136.0 106.0
12.0 121.0
268.0 156.0
287.0 32.0
131.0 45.0
56.0 126.0
