126.0 42.0
126.0 45.0
125.0 48.0
124.0 51.0
123.0 54.0
121.0 57.0
119.0 59.0
117.0 61.0
114.0 63.0
112.0 65.0
109.0 66.0
106.0 67.0
103.0 67.0
99.0 67.0
96.0 67.0
93.0 66.0
90.0 65.0
88.0 63.0
85.0 61.0
83.0 59.0
81.0 57.0
79.0 54.0
78.0 51.0
77.0 48.0
76.0 45.0
76.0 42.0
76.0 39.0
77.0 36.0
78.0 33.0
79.0 30.0
81.0 27.0
83.0 25.0
85.0 23.0
88.0 21.0
90.0 19.0
93.0 18.0
96.0 17.0
99.0 17.0
103.0 17.0
106.0 17.0
109.0 18.0
112.0 19.0
114.0 21.0
117.0 23.0
119.0 25.0
121.0 27.0
123.0 30.0
124.0 33.0
125.0 36.0
126.0 39.0
45.0 109.0
65.0 271.0
256.0 230.0
109.0 88.0
8.0 48.0
282.0 86.0
10.0 5.0
280.0 251.0
12.0 169.0
135.0 16.0
208.0 30.0
175.0 172.0
268.0 197.0
291.0 6.0
160.0 288.0
230.0 258.0
206.0 206.0
146.0 180.0
191.0 266.0
297.0 300.0
120.0 156.0
253.0 28.0
230.0 173.0
123.0 59.0
93.0 254.0
201.0 159.0
29.0 224.0
271.0 199.0
182.0 212.0
126.0 156.0
193.0 20.0
194.0 189.0
192.0 275.0
88.0 26.0
37.0 161.0
221.0 220.0
95.0 234.0
221.0 74.0
200.0 183.0
163.0 85.0
118.0 66.0
242.0 138.0
102.0 62.0
226.0 16.0
193.0 199.0
38.0 58.0
6.0 258.0
177.0 123.0
253.0 139.0
1.0 147.0
93.0 200.0
127.0 229.0
144.0 92.0
257.0 77.0
257.0 122.0
109.0 279.0
59.0 98.0
201.0 122.0
2.0 38.0
98.0 36.0
122.0 265.0
272.0 205.0
43.0 27.0
108.0 274.0
67.0 217.0
264.0 69.0
142.0 136.0
77.0 127.0
4.0 32.0
133.0 231.0
199.0 270.0
175.0 27.0
60.0 215.0
117.0 214.0
295.0 190.0
234.0 68.0
151.0 243.0
212.0 199.0
252.0 295.0
19.0 33.0
63.0 210.0
184.0 23.0
286.0 233.0
203.0 235.0
147.0 287.0
144.0 89.0
266.0 217.0
74.0 111.0
247.0 108.0
149.0 11.0
32.0 96.0
191.0 281.0
222.0 245.0
8.0 168.0
50.0 219.0
258.0 265.0
135.0 39.0
6.0 283.0
113.0 219.0
196.0 155.0
37.0 32.0
250.0 221.0
58.0 126.0
65.0 77.0
67.0 48.0
222.0 235.0
99.0 267.0
26.0 158.0
222.0 25.0
35.0 136.0
24.0 201.0
23.0 65.0
256.0 80.0
146.0 118.0
149.0 66.0
276.0 165.0
30.0 180.0
284.0 183.0
102.0 193.0
159.0 20.0
239.0 105.0
121.0 162.0
239.0 40.0
154.0 218.0
235.0 222.0
215.0 223.0
155.0 276.0
277.0 1.0
171.0 150.0
112.0 56.0
32.0 33.0
17.0 188.0
116.0 111.0
265.0 224.0
31.0 120.0
69.0 270.0
145.0 276.0
182.0 106.0
209.0 116.0
211.0 235.0
290.0 286.0
147.0 223.0
137.0 232.0
182.0 254.0
122.0 73.0
108.0 118.0
167.0 75.0
177.0 229.0
217.0 58.0
233.0 224.0
124.0 146.0
4.0 264.0
144.0 188.0
248.0 47.0
137.0 229.0
135.0 119.0
52.0 277.0
220.0 81.0
177.0 92.0
117.0 206.0
66.0 166.0
266.0 18.0
165.0 288.0
142.0 173.0
249.0 223.0
233.0 147.0
242.0 278.0
285.0 114.0
113.0 280.0
226.0 114.0
141.0 92.0
299.0 58.0
68.0 12.0
73.0 268.0
176.0 258.0
134.0 269.0
191.0 79.0
119.0 213.0
61.0 69.0
28.0 169.0
136.0 208.0
69.0 180.0
130.0 23.0
127.0 227.0
26.0 281.0
32.0 44.0
79.0 3.0
3.0 160.0
149.0 108.0
90.0 285.0
258.0 57.0
222.0 28.0
220.0 152.0
134.0 274.0
191.0 264.0
286.0 174.0
279.0 288.0
146.0 261.0
8.0 10.0
146.0 97.0
